name;supplier;category;subcategory;reference;oem_reference;part_brand;price;quantity;delivery_time;vehicle_make;vehicle_model;year_start;year_end;engine;engine_number;viscosity;engine_type;volume_liters;specification;interval_km;description;synonyms;image_url;active
Link Stabilizer Rear Hyundai/Kia 55530-2S100;Via Peças;part;Mechanical;55530-2S100;;;18800.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Rear;pendural estabiliz tras, rear stabilizer link;;yes
Link Stabilizer Rear Hyundai/Kia 55530-3R000;Via Peças;part;Mechanical;55530-3R000;;;23500.0;1;Today;Hyundai/Kia;Azera/Cadenza;2011;2016.0;Various;;;;;;;Rear;pendural estabiliz tras, rear stabilizer link;;yes
Link Stabilizer Rear Kia 55530-C5000;Via Peças;part;Mechanical;55530-C5000;;;22800.0;1;Today;Kia;Sorento (UM);2015;2020.0;2.2/2.4;;;;;;;Rear;pendural estabiliz tras, rear stabilizer link;;yes
Link Stabilizer Rear (R) Hyundai 55540-2W100;Via Peças;part;Mechanical;55540-2W100;;;19800.0;1;Today;Hyundai;Santa Fe;2013;2018.0;Various;;;;;;;Rear Right;pendural estabiliz tras (d), rear stabilizer link (r);;yes
Brake Pads Front Suzuki 55810-71L51;Via Peças;part;Brakes;55810-71L51;;;25500.0;1;Today;Suzuki;Swift;2010;2017.0;1.2;;;;;;;Braking;pastilhas de travão diant, front brake pads;;yes
Brake Pads Front Suzuki/Maruti 55810M68K10;Via Peças;part;Brakes;55810M68K10;;;26800.0;1;Today;Suzuki/Maruti;Alto/Celerio;2009;2014.0;1.0;;;;;;;Braking;pastilhas de travão diant, front brake pads;;yes
Brake Pads Front Suzuki/Maruti 55810M75J30;Via Peças;part;Brakes;55810M75J30;;;24500.0;1;Today;Suzuki/Maruti;Swift/SX4;2005;2015.0;Various;;;;;;;Braking;pastilhas de travão diant, front brake pads;;yes
Tie Rod End (L) Kia 56820-07000;Via Peças;part;Steering;56820-07000;;;15500.0;1;Today;Kia;Picanto;2004;2011.0;1.0/1.1;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (L) Hyundai 56820-0U500;Via Peças;part;Steering;56820-0U500;;;19800.0;1;Today;Hyundai;Accent;2011;2017.0;1.4/1.6;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai 56820-0U590;Via Peças;part;Steering;56820-0U590;;;18800.0;1;Today;Hyundai;Accent;2011;2017.0;1.4/1.6;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Kia 56820-1W000;Via Peças;part;Steering;56820-1W000;;;18800.0;1;Today;Kia;Rio;2011;2017.0;Various;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Kia 56820-1W090;Via Peças;part;Steering;56820-1W090;;;17800.0;1;Today;Kia;Rio;2011;2017.0;Various;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Kia 56820-1Y501;Via Peças;part;Steering;56820-1Y501;;;15500.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Kia 56820-1Y551;Via Peças;part;Steering;56820-1Y551;;;15500.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai/Kia 56820-2E000;Via Peças;part;Steering;56820-2E000;;;19800.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;Various;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai/Kia 56820-2E900;Via Peças;part;Steering;56820-2E900;;;19800.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;Various;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Kia 56820-2K000;Via Peças;part;Steering;56820-2K000;;;18500.0;1;Today;Kia;Soul;2008;2013.0;1.6/2.0;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Kia 56820-2K050;Via Peças;part;Steering;56820-2K050;;;18900.0;1;Today;Kia;Soul;2008;2013.0;1.6/2.0;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai/Kia 56820-2S000;Via Peças;part;Steering;56820-2S000;;;24500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai/Kia 56820-2S050;Via Peças;part;Steering;56820-2S050;;;24500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai 56820-2W000;Via Peças;part;Steering;56820-2W000;;;26500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai 56820-2W050;Via Peças;part;Steering;56820-2W050;;;26500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End Hyundai 56820-2W500;Via Peças;part;Steering;56820-2W500;;;23500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;Various;;;;;;;Steering;terminal direção, tie rod end;;yes
Tie Rod End (L) Hyundai 56820-3Q000;Via Peças;part;Steering;56820-3Q000;;;25400.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;2.0/2.4;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai 56820-3Q500;Via Peças;part;Steering;56820-3Q500;;;24500.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;2.0/2.4;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai 56820-3X000;Via Peças;part;Steering;56820-3X000;;;24500.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai 56820-3X090;Via Peças;part;Steering;56820-3X090;;;24500.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai 56820-4H000;Via Peças;part;Steering;56820-4H000;;;22500.0;1;Today;Hyundai;H1 Starex;2008;2020.0;2.5;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai 56820-4H100;Via Peças;part;Steering;56820-4H100;;;22500.0;1;Today;Hyundai;H1 Starex;2008;2020.0;2.5;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai 56820-A5000;Via Peças;part;Steering;56820-A5000;;;23500.0;1;Today;Hyundai;i30 (GD);2012;2016.0;1.4/1.6;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Tie Rod End (R) Hyundai 56820-A5090;Via Peças;part;Steering;56820-A5090;;;23500.0;1;Today;Hyundai;i30 (GD);2012;2016.0;1.4/1.6;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (R) Hyundai 56820-B4050;Via Peças;part;Steering;56820-B4050;;;22500.0;1;Today;Hyundai;i10 (IA);2014;2019.0;1.0/1.2;;;;;;;Right;terminal direção (d), tie rod end (r);;yes
Tie Rod End (L) Hyundai/Kia 56820-D3000;Via Peças;part;Steering;56820-D3000;;;25500.0;1;Today;Hyundai/Kia;Tucson/Sportage;2015;2020.0;Various;;;;;;;Left;terminal direção (e), tie rod end (l);;yes
Steering Rack End Hyundai 57724-1J000;Via Peças;part;Steering;57724-1J000;;;21800.0;1;Today;Hyundai;i20;2008;2014.0;Various;;;;;;;Steering;axial de direção, rack end;;yes
Steering Rack End Kia 57724-2T000;Via Peças;part;Steering;57724-2T000;;;22500.0;1;Today;Kia;Optima;2011;2015.0;2.0/2.4;;;;;;;Steering;axial de direção, rack end;;yes
Front Brake Pads Hyundai 58101-0XA00;Via Peças;part;Brakes;58101-0XA00;;;22500.0;1;Today;Hyundai;i10;2008;2013.0;1.1;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-1CA00;Via Peças;part;Brakes;58101-1CA00;;;22000.0;1;Today;Hyundai;Getz;2002;2009.0;1.1/1.3;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-1GA00;Via Peças;part;Brakes;58101-1GA00;;;25000.0;1;Today;Hyundai;Rio/Accent;2005;2011.0;Various;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Kia 58101-1YA00;Via Peças;part;Brakes;58101-1YA00;;;22500.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-2BA00;Via Peças;part;Brakes;58101-2BA00;;;29000.0;1;Today;Hyundai;Santa Fe;2006;2009.0;2.2/2.7;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai/Kia 58101-2EA10;Via Peças;part;Brakes;58101-2EA10;;;26800.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;2.0;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai/Kia 58101-2SA70;Via Peças;part;Brakes;58101-2SA70;;;27800.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Kia 58101-2TA00;Via Peças;part;Brakes;58101-2TA00;;;26800.0;1;Today;Kia;Optima;2011;2013.0;2.0/2.4;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Kia 58101-2TA21;Via Peças;part;Brakes;58101-2TA21;;;27000.0;1;Today;Kia;Optima;2013;2015.0;Various;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-3JA50;Via Peças;part;Brakes;58101-3JA50;;;32000.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-3QA50;Via Peças;part;Brakes;58101-3QA50;;;27200.0;1;Today;Hyundai;Sonata (YF);2011;2014.0;2.0/2.4;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-3SA20;Via Peças;part;Brakes;58101-3SA20;;;26500.0;1;Today;Hyundai;Azera (HG);2011;2016.0;3.0/3.3;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-4AA00;Via Peças;part;Brakes;58101-4AA00;;;26800.0;1;Today;Hyundai;H1 Starex;1997;2007.0;2.5;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-4FA00;Via Peças;part;Brakes;58101-4FA00;;;28100.0;1;Today;Hyundai;H100;2004;2020.0;2.5;;;;;;;Light Truck;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-4HA50;Via Peças;part;Brakes;58101-4HA50;;;32500.0;1;Today;Hyundai;H1 Starex;2008;2020.0;2.5;;;;;;;New Generation;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-B4A00;Via Peças;part;Brakes;58101-B4A00;;;25500.0;1;Today;Hyundai;i10 (IA);2014;2019.0;1.0/1.2;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Kia 58101-C5A00;Via Peças;part;Brakes;58101-C5A00;;;27000.0;1;Today;Kia;Sorento (UM);2015;2020.0;2.2/2.4;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai/Kia 58101-D3A00;Via Peças;part;Brakes;58101-D3A00;;;288000.0;1;Today;Hyundai/Kia;Tucson/Sportage;2015;2020.0;Various;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Kia 58101-D4A10;Via Peças;part;Brakes;58101-D4A10;;;27500.0;1;Today;Kia;Optima (JF);2016;2020.0;2.0/2.4;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-F2A00;Via Peças;part;Brakes;58101-F2A00;;;27500.0;1;Today;Hyundai;Elantra (AD);2016;2020.0;2.0;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Front Brake Pads Hyundai 58101-S1A00;Via Peças;part;Brakes;58101-S1A00;;;32500.0;1;Today;Hyundai;Santa Fe;2018;2023.0;2.0/2.2;;;;;;;Braking;pastilhas travão diant, front brake pads;;yes
Brake Pads Rear Hyundai 58302-2BA00;Via Peças;part;Brakes;58302-2BA00;;;26500.0;1;Today;Hyundai;Santa Fe;2006;2012.0;Various;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Brake Pads Rear Hyundai/Kia 58302-2EA00;Via Peças;part;Brakes;58302-2EA00;;;24000.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;2.0;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Brake Pads Rear Hyundai 58302-2MA90;Via Peças;part;Brakes;58302-2MA90;;;26800.0;1;Today;Hyundai;Genesis Coupe;2008;2016.0;2.0/3.8;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Brake Pads Rear Hyundai/Kia 58302-2SA30;Via Peças;part;Brakes;58302-2SA30;;;24000.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Brake Pads Rear Hyundai 58302-3JA00;Via Peças;part;Brakes;58302-3JA00;;;28800.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Brake Pads Rear Hyundai 58302-3KA62;Via Peças;part;Brakes;58302-3KA62;;;22500.0;1;Today;Hyundai;Sonata (NF);2005;2010.0;2.0/2.4;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Brake Pads Rear Hyundai 58302-S1A00;Via Peças;part;Brakes;58302-S1A00;;;25800.0;1;Today;Hyundai;Santa Fe;2018;2023.0;2.0/2.2;;;;;;;Rear;pastilhas travão tras, rear brake pads;;yes
Set of Brake Shoes Rear Hyundai 58305-1CA00;Via Peças;part;Mechanical;58305-1CA00;;;25800.0;1;Today;Hyundai;Getz;2002;2009.0;1.1/1.3;;;;;;;For Drum;jogo de maxilas tras, rear brake shoe set;;yes
Set of Brake Shoes Rear Hyundai 58305-2BA00;Via Peças;part;Mechanical;58305-2BA00;;;38800.0;1;Today;Hyundai;Santa Fe;2006;2012.0;Various;;;;;;;Handbrake;jogo de maxilas tras, rear brake shoe set;;yes
Set of Brake Shoes Rear Hyundai/Kia 58305-2SA00;Via Peças;part;Mechanical;58305-2SA00;;;34500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2015.0;Various;;;;;;;Handbrake;jogo de maxilas tras, rear brake shoe set;;yes
Set of Brake Shoes Rear Hyundai/Kia 58305-2SA30;Via Peças;part;Mechanical;58305-2SA30;;;26500.0;1;Today;Hyundai/Kia;ix35;2011;2015.0;Various;;;;;;;Handbrake;jogo de maxilas tras, rear brake shoe set;;yes
Set of Brake Shoes Rear Hyundai 58305-2WA00;Via Peças;part;Mechanical;58305-2WA00;;;38500.0;1;Today;Hyundai;Santa Fe;2013;2018.0;2.0/2.2;;;;;;;Handbrake;jogo de maxilas tras, rear brake shoe set;;yes
Set of Brake Shoes Rear Hyundai 58305-3XA00;Via Peças;part;Mechanical;58305-3XA00;;;30500.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Handbrake;jogo de maxilas tras, rear brake shoe set;;yes
Set of Brake Shoes Rear Hyundai 58305-4FA01;Via Peças;part;Mechanical;58305-4FA01;;;38800.0;1;Today;Hyundai;H100;2004;2020.0;2.5;;;;;;;Rear Axle;jogo de maxilas tras, rear brake shoe set;;yes
Cylinder of Wheel (L) Kia 58330-1Y000;Via Peças;part;Mechanical;58330-1Y000;;;22800.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Left;cilindro de roda (e), wheel cylinder (l);;yes
Set of Brake Shoes Rear Kia 58350-2JA00;Via Peças;part;Mechanical;58350-2JA00;;;72500.0;1;Today;Kia;Mohave;2008;2015.0;3.0/3.8;;;;;;;Handbrake;jogo de maxilas tras, rear brake shoe set;;yes
Cylinder of Wheel (R) Kia 58380-1Y000;Via Peças;part;Mechanical;58380-1Y000;;;28700.0;1;Today;Kia;Picanto;2011;2017.0;1.0/1.2;;;;;;;Right;cilindro de roda (d), wheel cylinder (r);;yes
Tambor of Brake Hyundai/Kia 58411-1H300;Via Peças;part;Brakes;58411-1H300;;;43500.0;1;Today;Hyundai/Kia;Accent/Rio;2005;2011.0;Various;;;;;;;Rear;tambor de travão, brake drum;;yes
Brake Disc Rear Kia 58411-2P000;Via Peças;part;Brakes;58411-2P000;;;45500.0;1;Today;Kia;Sorento;2009;2014.0;2.2/2.4;;;;;;;Rear;disco de travão tras, rear brake disc;;yes
Brake Disc Rear Hyundai 58411-3A300;Via Peças;part;Brakes;58411-3A300;;;42500.0;1;Today;Hyundai;Trajet;2000;2008.0;2.0/2.7;;;;;;;Rear;disco de travão tras, rear brake disc;;yes
Brake Disc Rear Hyundai 58411-3X300;Via Peças;part;Brakes;58411-3X300;;;39800.0;1;Today;Hyundai;Elantra (MD);2011;2015.0;1.6/1.8;;;;;;;Rear;disco de travão tras, rear brake disc;;yes
Pump Central Brake Hyundai 58510-0X010;Via Peças;part;Brakes;58510-0X010;;;39800.0;1;Today;Hyundai;i10;2008;2013.0;1.1;;;;;;;Main;bomba central travão, brake master cylinder;;yes
Pump Central Brake Hyundai 58510-2S101;Via Peças;part;Brakes;58510-2S101;;;56800.0;1;Today;Hyundai;ix35;2010;2015.0;2.0;;;;;;;Main;bomba central travão, brake master cylinder;;yes
Belt Accessories Various 5PK1200;Via Peças;part;Mechanical;5PK1200;;;19800.0;1;Today;Various;Toyota/Mazda;;;;;;;;;;5PK1200;correia acessórios, v-ribbed belt;;yes
Belt Accessories Various 5PK1263;Via Peças;part;Mechanical;5PK1263;;;19800.0;1;Today;Various;Hyundai/Kia;;;;;;;;;;5PK1263;correia acessórios, v-ribbed belt;;yes
Engine Oil 5W30 Universal 5W30-4L;Via Peças;lubricant;Engine Oil;5W30-4L;;;38000.0;1;Today;Universal;Various;;;;;15W40;Universal;1.0;;;4-Litre Jug;óleo de motor 5w30, engine oil 5w30 (4l);;yes
Engine Oil 5W40 Universal 5W40-4L;Via Peças;lubricant;Engine Oil;5W40-4L;;;38000.0;1;Today;Universal;Various;;;;;15W40;Universal;1.0;;;4-Litre Jug;óleo de motor 5w40, engine oil 5w40 (4l);;yes
Belt of the Alternator Aftermarket 60316S;Via Peças;part;Mechanical;60316S;;;25800.0;1;Today;Aftermarket;Various;;;;;;;;;;Cross Reference;correia do alternador, v-ribbed belt;;yes
Panel Front Hyundai 64101-2B500;Via Peças;part;Mechanical;64101-2B500;;;95800.0;1;Today;Hyundai;Santa Fe;2006;2009.0;Various;;;;;;;Frame;painel frontal, front radiator support;;yes
Panel Front Kia 64101-3W000;Via Peças;part;Mechanical;64101-3W000;;;98800.0;1;Today;Kia;Sportage;2010;2015.0;Various;;;;;;;Frame;painel frontal, front radiator support;;yes
Air Filter Jeep/Dodge 68071668AA/;Via Peças;part;Filtration;68071668AA/;;;17500.0;1;Today;Jeep/Dodge;Grand Cherokee;2011;2020.0;3.0 CRD;;;;;;;WK2;filtro de ar, air filter;;yes
Window Weatherstrip Hyundai 68116-34000;Via Peças;part;Mechanical;68116-34000;;;7500.0;1;Today;Hyundai;Pony/Excel;;;Various;;;;;;;Rubber;calha de vidro, window weatherstrip;;yes
Bearing of Clutch Toyota 68SCRN57P;Via Peças;part;Mechanical;68SCRN57P;;;28500.0;1;Today;Toyota;Various;2014;2021.0;V6 3.6;;;;;;;Element;rolamento de embreagem, nan;;yes
Belt Accessories Various 6PK1623;Via Peças;part;Mechanical;6PK1623;;;25200.0;1;Today;Various;Hyundai/Kia;;;;;;;;;;6PK1623;correia acessórios, v-ribbed belt;;yes
Belt Accessories Various 6PK1655;Via Peças;part;Mechanical;6PK1655;;;25800.0;1;Today;Various;Toyota/Honda;;;;;;;;;;6PK1655;correia acessórios, v-ribbed belt;;yes
Belt Accessories Various 6PK1660;Via Peças;part;Mechanical;6PK1660;;;16800.0;1;Today;Various;Hyundai/Kia;;;V6;;;;;;;6PK1660;correia acessórios, v-ribbed belt;;yes
Gasket of Silicone Universal 703141410;Via Peças;part;Mechanical;703141410;;;9800.0;1;Today;Universal;Various;;;;;;;;;;Reinzosil (70ml);junta de silicone, victor reinz sealant;;yes
Spark Plug NGK 7055;Via Peças;part;Engine;7055;;;;1;Today;NGK;Various;;;;;;;;;;Ref: LFR6A-11;vela de ignição, spark plug;;yes
Spark Plug NGK 7466;Via Peças;part;Engine;7466;;;;1;Today;NGK;Various;;;;;;;;;;Ref: IZFR6K-11S;vela de ignição, spark plug;;yes
Fuel Filter Fiat 77364561;Via Peças;part;Filtration;77364561;;;;1;Today;Fiat;Ducato;2006;2020.0;Various;;;;;;;Commercial;filtro de combustível, front brake pads;;yes
Front Brake Pads Fiat 77367241;Via Peças;part;Brakes;77367241;;;23500.0;1;Today;Fiat;Toro/500X;2015;2021.0;2.0 MultiJet;;;;;;;Diesel;pastilhas travão diant, fuel filter;;yes
Filter of Cabin Mitsubishi 7803A112;Via Peças;part;Filtration;7803A112;;;7500.0;1;Today;Mitsubishi;L200 Triton;2005;2015.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Light of License Plate Universal 8150-05;Via Peças;part;Mechanical;8150-05;;;;1;Today;Universal;Various;;;;;;;;;;Bulb/Accessory;luz de matrícula, license plate light;;yes
Lens of Turn Signal Toyota 8151-02;Via Peças;part;Mechanical;8151-02;;;;1;Today;Toyota;Hilux;;;Various;;;;;;;Left Side;lente de pisca, indicator lens;;yes
Lens of Turn Signal (R) Toyota 8151-10;Via Peças;part;Mechanical;8151-10;;;;1;Today;Toyota;Hilux;;;Various;;;;;;;Right;lente de pisca (d), indicator lens (r);;yes
Lens of Turn Signal Toyota 8151-39;Via Peças;part;Mechanical;8151-39;;;;1;Today;Toyota;Land Cruiser;;;Series 70;;;;;;;Lighting;lente de pisca, indicator lens;;yes
Lens of Turn Signal Toyota 8151-70;Via Peças;part;Mechanical;8151-70;;;;1;Today;Toyota;Prado;;;Series 90;;;;;;;Lighting;lente de pisca, indicator lens;;yes
Spark Plug NGK 8320;Via Peças;part;Engine;8320;;;;1;Today;NGK;Various;;;;;;;;;;Ref: BCPR6ES;vela de ignição, spark plug;;yes
Spark Plug NGK 8341;Via Peças;part;Engine;8341;;;;1;Today;NGK;Various;;;;;;;;;;Ref: BKR6E-11;vela de ignição, spark plug;;yes
Brush Wiper-Vidros Toyota 85222-6062;Via Peças;part;Mechanical;85222-6062;;;3000.0;1;Today;Toyota;Land Cruiser;;;Various;;;;;;;Driver;escova limpa-vidros, wiper blade;;yes
Washer Motor Toyota 86600-03825;Via Peças;part;Engine;86600-03825;;;6800.0;1;Today;Toyota;Camry/Corolla;;;Various;;;;;;;Windshield Washer Fluid;motor de esguicho, washer motor;;yes
Filter of Cabin Toyota 87139-30040;Via Peças;part;Filtration;87139-30040;;;7000.0;1;Today;Toyota;Lexus/Camry;2005;2015.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Toyota 87139-47010;Via Peças;part;Filtration;87139-47010;;;6800.0;1;Today;Toyota;Prius/Corolla;2009;2018.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Filter of Cabin Toyota 87139-58010;Via Peças;part;Filtration;87139-58010;;;7500.0;1;Today;Toyota;Hilux/Fortuner;2015;2023.0;Various;;;;;;;Air Conditioning;filtro de habitáculo, cabin air filter;;yes
Pulley Tensioner Toyota 88440-35130;Via Peças;part;Mechanical;88440-35130;;;65000.0;1;Today;Toyota;Hilux/Prado;2005;2015.0;1KD/2KD-FTV;;;;;;;Air Conditioning;polia tensora, idler pulley;;yes
Seal of Differential Toyota 90311-47027;Via Peças;part;Mechanical;90311-47027;;;15200.0;1;Today;Toyota;Hilux/Prado;;;Various;;;;;;;Front Axle;retentor de diferencial, oil seal;;yes
Seal of Crankshaft Toyota 90311-62001;Via Peças;part;Mechanical;90311-62001;;;14500.0;1;Today;Toyota;Hilux;;;5L/3L;;;;;;;Rear;retentor de cambota, crankshaft seal;;yes
Seal of Hub Toyota 90311-T0013;Via Peças;part;Mechanical;90311-T0013;;;15800.0;1;Today;Toyota;Hilux;2005;2015.0;Various;;;;;;;Front;retentor de cubo, wheel hub seal;;yes
Oil Filter Toyota 90915-03006;Via Peças;lubricant;Filtration;90915-03006;;;7500.0;1;Today;Toyota;Land Cruiser;;;1HZ/1HD;;15W40;Universal;1.0;;;Diesel;filtro de óleo, oil filter;;yes
Oil Filter Toyota 90915-41010;Via Peças;lubricant;Filtration;90915-41010;;;5000.0;1;Today;Toyota;Cressida/Crown;;;Various;;15W40;Universal;1.0;;;Petrol;filtro de óleo, oil filter;;yes
Oil Filter Toyota 90915-YZZD2;Via Peças;lubricant;Filtration;90915-YZZD2;;;5000.0;1;Today;Toyota;Hilux/Prado;2005;2015.0;1KD/2KD/1KZ;;15W40;Universal;1.0;;;Diesel;filtro de óleo, oil filter;;yes
Oil Filter Toyota 90915-YZZE1;Via Peças;lubricant;Filtration;90915-YZZE1;;;3800.0;1;Today;Toyota;Corolla/Yaris;2000;2018.0;Various;;15W40;Universal;1.0;;;Petrol;filtro de óleo, oil filter;;yes
Oil Filter Toyota 90915-YZZE2;Via Peças;lubricant;Filtration;90915-YZZE2;;;3800.0;1;Today;Toyota;Avensis/Rav4;2000;2015.0;Various;;15W40;Universal;1.0;;;Petrol;filtro de óleo, oil filter;;yes
Belt of Accessories Toyota 90916-02524;Via Peças;part;Mechanical;90916-02524;;;28700.0;1;Today;Toyota;Hilux;2005;2015.0;1KD/2KD;;;;;;;7PK1515;correia de acessórios, v-ribbed belt;;yes
Belt of Accessories Toyota 90916-02556;Via Peças;part;Mechanical;90916-02556;;;25800.0;1;Today;Toyota;Hilux/Fortuner;2005;2015.0;1KD/2KD;;;;;;;7PK1510;correia de acessórios, v-ribbed belt;;yes
Belt of Accessories Toyota 90916-02639;Via Peças;part;Mechanical;90916-02639;;;27500.0;1;Today;Toyota;Corolla;2007;2014.0;1.6/1.8;;;;;;;6PK1230;correia de acessórios, v-ribbed belt;;yes
Belt of Accessories Toyota 90916-02640;Via Peças;part;Mechanical;90916-02640;;;35500.0;1;Today;Toyota;Corolla;2009;2017.0;1.8/2.0;;;;;;;6PK1220;correia de acessórios, v-ribbed belt;;yes
Belt of Accessories Toyota 90916-A2014;Via Peças;part;Mechanical;90916-A2014;;;39800.0;1;Today;Toyota;Land Cruiser;2009;2020.0;1GR-FE;;;;;;;7PK2120;correia de acessórios, v-ribbed belt;;yes
Belt of Accessories Toyota 90916-T2006;Via Peças;part;Mechanical;90916-T2006;;;37800.0;1;Today;Toyota;Hilux;;;Various;;;;;;;7PK1516;correia de acessórios, v-ribbed belt;;yes
Belt of Accessories Toyota 90916-T2024;Via Peças;part;Mechanical;90916-T2024;;;24500.0;1;Today;Toyota;Hilux/Prado;;;Various;;;;;;;7PK1520;correia de acessórios, v-ribbed belt;;yes
Spark Plug Toyota 90919-01191;Via Peças;part;Engine;90919-01191;;;4500.0;1;Today;Toyota;Camry/Rav4;;;Various;;;;;;;SK20R11 (Iridium);vela de ignição, spark plug;;yes
